gene_name	gene_biotype
SAGE1	protein_coding
CT45A11P	unprocessed_pseudogene
MMGT1	protein_coding
SLC9A6	protein_coding
AL732579.1	miRNA
GAPDHP67	processed_pseudogene
E2F6P4	processed_pseudogene
snoU13	snoRNA
FHL1	protein_coding
MAP7D3	protein_coding
STK24P1	processed_pseudogene
ADGRG4	protein_coding
Z97632.1	miRNA
BRS3	protein_coding
HTATSF1	protein_coding
VGLL1	protein_coding
MIR934	miRNA
Y_RNA	misc_RNA
RNU6-320P	snRNA
LINC00892	processed_transcript
CD40LG	protein_coding
ARHGEF6	protein_coding
RNU6-972P	snRNA
RP11-1114A5.6	processed_pseudogene
RPL7P56	processed_pseudogene
RANP4	processed_pseudogene
Y_RNA	misc_RNA
RP11-1114A5.4	lincRNA
RAB28P5	processed_pseudogene
RBMX	protein_coding
SNORD61	snoRNA
RP11-308D16.2	transcribed_unprocessed_pseudogene
RP11-308D16.1	processed_pseudogene
SRRM1P3	processed_pseudogene
GPR101	protein_coding
RP11-332E4.1	processed_pseudogene
RAC1P4	processed_pseudogene
RP1-137H15.2	antisense
ZIC3	protein_coding
RN7SL325P	misc_RNA
ZFYVE9P1	processed_pseudogene
RNU6-985P	snRNA
RN7SKP31	misc_RNA
MAGEA13P	processed_pseudogene
KRT8P6	processed_pseudogene
FGF13	protein_coding
RP6-27P15.2	antisense
MIR504	miRNA
FGF13-AS1	antisense
RP1-106C24.1	processed_pseudogene
SNURFL	processed_pseudogene
SRD5A1P1	processed_pseudogene
F9	protein_coding
MCF2	protein_coding
AL033403.1	miRNA
snoU13	snoRNA
ATP11C	protein_coding
RNU6ATAC23P	snRNA
SNORA18	snoRNA
MIR505	miRNA
CXorf66	protein_coding
RP11-364B14.1	lincRNA
HNRNPA3P3	processed_pseudogene
RN7SL727P	misc_RNA
AL589987.1	miRNA
RP11-364B14.3	processed_pseudogene
AC004070.1	lincRNA
RP11-51C14.1	processed_pseudogene
AL121875.1	miRNA
U7	snRNA
RPS17P17	processed_pseudogene
SOX3	protein_coding
XXyac-YR29IB3.1	lincRNA
LINC00632	lincRNA
CDR1	protein_coding
CDR1-AS	antisense
MIR320D2	miRNA
RP11-298A8.2	lincRNA
SPANXB1	protein_coding
RNU6-3P	snRNA
RP3-507I15.1	processed_pseudogene
RP3-507I15.2	lincRNA
LDOC1	protein_coding
SPANXC	protein_coding
RBMX2P2	processed_pseudogene
GS1-164F24.1	processed_pseudogene
SPANXA2-OT1	lincRNA
SPANXA1	protein_coding
SPANXA2	protein_coding
RP1-171K16.5	lincRNA
SPANXD	protein_coding
MAGEC3	protein_coding
MAGEC1	protein_coding
RP3-406C18.1	unprocessed_pseudogene
RP3-406C18.2	unprocessed_pseudogene
RP1-142F18.2	unprocessed_pseudogene
MAGEC2	protein_coding
GS1-54N10.1	processed_pseudogene
RNA5SP516	rRNA
AL109620.1	miRNA
AL080272.1	miRNA
SPANXN4	protein_coding
RN7SKP81	misc_RNA
RN7SKP149	misc_RNA
GS1-256O22.5	antisense
PGBD4P6	processed_pseudogene
MTND1P33	processed_pseudogene
MTND2P39	processed_pseudogene
AC239395.1	miRNA
SPANXN3	protein_coding
SLITRK4	protein_coding
HNRNPH1P2	processed_pseudogene
SPANXN2	protein_coding
RP3-526F5.2	lincRNA
RP11-29O6.2	processed_pseudogene
UBE2NL	pseudogene
UBE2NL	polymorphic_pseudogene
RP1-169P22.2	processed_pseudogene
RRM2P4	processed_pseudogene
HNRNPCP10	processed_pseudogene
RN7SKP189	misc_RNA
CYCSP44	processed_pseudogene
RP11-143G3.1	antisense
SPANXN1	protein_coding
RP13-150K15.1	processed_pseudogene
AL109653.1	miRNA
GS1-115M3.4	processed_pseudogene
GS1-115M3.3	TEC
SLITRK2	protein_coding
TMEM257	protein_coding
MIR892C	miRNA
MIR890	miRNA
MIR888	miRNA
MIR892A	miRNA
MIR892B	miRNA
MIR891B	miRNA
MIR891A	miRNA
RNA5SP517	rRNA
RP11-183K14.1	processed_pseudogene
ELL2P4	processed_pseudogene
RP1-203P18.1	processed_pseudogene
CXorf51B	lincRNA
CXorf51A	lincRNA
RP1-73A14.1	processed_pseudogene
RP1-73A14.2	processed_pseudogene
MIR513C	miRNA
MIR513B	miRNA
MIR513A1	miRNA
MIR513A2	miRNA
MIR506	miRNA
MIR507	miRNA
MIR508	miRNA
MIR514B	miRNA
MIR509-2	miRNA
MIR509-3	miRNA
MIR509-1	miRNA
MIR510	miRNA
MIR514A1	miRNA
MIR514A2	miRNA
MIR514A3	miRNA
RP5-824H1.1	processed_pseudogene
RP3-433G13.1	processed_pseudogene
RP11-434J24.2	processed_pseudogene
RP11-434J24.3	processed_pseudogene
RNU6-382P	snRNA
L29074.3	antisense
FMR1-AS1	processed_transcript
FMR1-AS1_2	misc_RNA
FMR1	protein_coding
FMR1-IT1	sense_intronic
FMR1NB	protein_coding
5S_rRNA	rRNA
FTH1P8	processed_pseudogene
U40455.1	processed_pseudogene
RPL7L1P11	processed_pseudogene
AC002368.4	antisense
AFF2	protein_coding
AFF2-IT1	sense_intronic
RN7SKP267	misc_RNA
AC002523.1	unprocessed_pseudogene
AC231656.1	miRNA
IDS	protein_coding
AF011889.5	protein_coding
AF011889.2	lincRNA
IDSP1	unprocessed_pseudogene
LINC00893	antisense
CXorf40A	protein_coding
RP5-937E21.8	antisense
MAGEA9B	protein_coding
HSFX2	protein_coding
TMEM185A	protein_coding
RP5-937E21.1	processed_pseudogene
MAGEA11	protein_coding
RP5-1014O16.9	unprocessed_pseudogene
RP5-1014O16.1	unprocessed_pseudogene
RP5-1014O16.10	unprocessed_pseudogene
TMEM185AP1	unprocessed_pseudogene
HSFX1	protein_coding
MAGEA9	protein_coding
MAGEA7P	unprocessed_pseudogene
DUTP4	processed_pseudogene
LINC00850	lincRNA
MAGEA8-AS1	antisense
MAGEA8	protein_coding
CXorf40B	protein_coding
XX-FW81066F1.2	antisense
LINC00894	antisense
RP11-49C9.2	processed_pseudogene
MIR2114	miRNA
XRCC6P2	processed_pseudogene
MAMLD1	protein_coding
AC235953.1	miRNA
MTM1	protein_coding
MTMR1	protein_coding
CD99L2	protein_coding
RP11-316K19.3	processed_pseudogene
AF003626.1	lincRNA
RNU6-383P	snRNA
HMGB3	protein_coding
RPL19P21	processed_pseudogene
RPL12P50	processed_pseudogene
5S_rRNA	rRNA
MIR4330	miRNA
GPR50-AS1	antisense
GPR50	protein_coding
AF003625.3	lincRNA
AF013593.1	processed_pseudogene
Metazoa_SRP	misc_RNA
VMA21	protein_coding
WI2-80269A6.1	lincRNA
XX-FW80269A6.1	lincRNA
PASD1	protein_coding
RP11-45D17.1	unprocessed_pseudogene
PRRG3	protein_coding
FATE1	protein_coding
CNGA2	protein_coding
RP11-366F6.2	antisense
MAGEA4	protein_coding
GABRE	protein_coding
AF274855.1	miRNA
MIR224	miRNA
MIR452	miRNA
RPSAP60	processed_pseudogene
MAGEA5	transcribed_unprocessed_pseudogene
RP11-1007I13.4	processed_transcript
MAGEA10	protein_coding
RP11-329E24.6	antisense
GABRA3	protein_coding
RNU6-764P	snRNA
MIR105-1	miRNA
MIR767	miRNA
MIR105-2	miRNA
KRT8P8	processed_pseudogene
GABRQ	protein_coding
CH17-38B12.4	unprocessed_pseudogene
MAGEA3	protein_coding
CSAG2	transcribed_unprocessed_pseudogene
MAGEA2B	protein_coding
CSAG1	protein_coding
MAGEA12	protein_coding
CSAG4	transcribed_unprocessed_pseudogene
RP1-14D6.7	antisense
MAGEA2	protein_coding
CSAG3	transcribed_processed_pseudogene
MAGEA6	protein_coding
CETN2	protein_coding
NSDHL	protein_coding
ZNF185	protein_coding
PNMA5	protein_coding
U82671.8	unprocessed_pseudogene
U82670.9	processed_pseudogene
PNMA3	protein_coding
PNMA6A	protein_coding
PNMA6B	unprocessed_pseudogene
AC152010.1	unprocessed_pseudogene
MAGEA1	protein_coding
AC236972.1	miRNA
CTC-233O10.1	unprocessed_pseudogene
RP11-635O16.2	lincRNA
AC151960.1	unprocessed_pseudogene
RP11-635O16.1	unprocessed_pseudogene
LL0XNC01-16G2.1	protein_coding
ZNF275	protein_coding
LL0XNC01-37G1.2	unprocessed_pseudogene
U82695.5	protein_coding
RN7SL667P	misc_RNA
ZFP92	protein_coding
TREX2	protein_coding
HAUS7	protein_coding
U82695.9	antisense
BGN	protein_coding
ATP2B3	protein_coding
FAM58A	protein_coding
RP11-66N11.8	antisense
KRT18P48	processed_pseudogene
RP11-66N11.6	processed_pseudogene
RP11-66N11.7	lincRNA
DUSP9	protein_coding
RPL18AP16	processed_pseudogene
RN7SL687P	misc_RNA
U52111.1	miRNA
PNCK	protein_coding
SLC6A8	protein_coding
BCAP31	protein_coding
ABCD1	protein_coding
U52111.14	antisense
PLXNB3	protein_coding
SRPK3	protein_coding
IDH3G	protein_coding
SSR4	protein_coding
PDZD4	protein_coding
CYCSP45	processed_pseudogene
L1CAM	protein_coding
LCA10	processed_transcript
AVPR2	protein_coding
ARHGAP4	protein_coding
NAA10	protein_coding
RENBP	protein_coding
HCFC1	protein_coding
HCFC1-AS1	antisense
TMEM187	protein_coding
MIR3202-1	miRNA
IRAK1	protein_coding
MIR718	miRNA
MECP2	protein_coding
OPN1LW	protein_coding
TEX28P2	unprocessed_pseudogene
OPN1MW	protein_coding
TEX28P1	unprocessed_pseudogene
OPN1MW2	protein_coding
CH17-128G5.1	unprocessed_pseudogene
OPN1MW3	protein_coding
TEX28	protein_coding
TKTL1	protein_coding
XX-FW83128A1.2	antisense
FLNA	protein_coding
EMD	protein_coding
RPL10	protein_coding
XX-FW83563B9.5	antisense
SNORA70	snoRNA
DNASE1L1	protein_coding
TAZ	protein_coding
CH17-340M24.3	lincRNA
ATP6AP1	protein_coding
GDI1	protein_coding
FAM50A	protein_coding
MIR6858	miRNA
PLXNA3	protein_coding
LAGE3	protein_coding
UBL4A	protein_coding
SLC10A3	protein_coding
RN7SL697P	misc_RNA
FAM3A	protein_coding
WI2-89031B12.1	sense_overlapping
G6PD	protein_coding
IKBKG	protein_coding
FAM223A	lincRNA
ATF4P2	processed_pseudogene
CTAG1A	protein_coding
AF277315.19	processed_pseudogene
CTAG1B	protein_coding
RP5-865E18.2	unprocessed_pseudogene
ATF4P1	processed_pseudogene
FAM223B	lincRNA
IKBKGP1	unprocessed_pseudogene
CTAG2	protein_coding
AF277315.13	unprocessed_pseudogene
OR3B1P	unprocessed_pseudogene
GAB3	protein_coding
DKC1	protein_coding
SNORA36A	snoRNA
MIR664B	miRNA
SNORA56	snoRNA
MPP1	protein_coding
HMGN1P37	processed_pseudogene
SMIM9	protein_coding
F8	protein_coding
H2AFB1	protein_coding
F8A1	protein_coding
MIR1184-1	miRNA
CTD-2183H9.7	processed_pseudogene
EEF1A1P31	unprocessed_pseudogene
CTD-2183H9.3	processed_pseudogene
FUNDC2	protein_coding
MTCP1	protein_coding
CMC4	protein_coding
BRCC3	protein_coding
RP11-143H17.1	unprocessed_pseudogene
VBP1	protein_coding
RP13-228J13.9	processed_pseudogene
RAB39B	protein_coding
CLIC2	protein_coding
RP13-228J13.6	processed_pseudogene
RP13-228J13.8	processed_pseudogene
RP13-228J13.10	processed_pseudogene
RP13-228J13.1	antisense
RP13-228J13.5	transcribed_unprocessed_pseudogene
H2AFB2	protein_coding
F8A2	protein_coding
MIR1184-2	miRNA
F8A3	protein_coding
MIR1184-3	miRNA
H2AFB3	protein_coding
TMLHE-AS1	antisense
RP11-218L14.4	antisense
TMLHE	protein_coding
SPRY3	protein_coding
AMD1P2	processed_pseudogene
DPH3P2	processed_pseudogene
VAMP7	protein_coding
TCEB1P24	processed_pseudogene
TRPC6P	processed_pseudogene
IL9R	protein_coding
AJ271736.10	processed_transcript
WASIR1	antisense
WASH6P	transcribed_unprocessed_pseudogene
AJ271736.1	miRNA
DDX11L16	unprocessed_pseudogene
AC144568.4	processed_pseudogene
AC144568.2	lincRNA
RP11-585F1.8	processed_pseudogene
WBP1LP3	processed_pseudogene
OR4F21	protein_coding
SEPT14P8	unprocessed_pseudogene
RP11-585F1.6	unprocessed_pseudogene
RPL23AP53	transcribed_processed_pseudogene
ZNF596	protein_coding
RP5-855D21.3	sense_intronic
RP5-855D21.1	antisense
RP5-855D21.2	antisense
RP11-63E5.1	processed_pseudogene
RP11-63E5.6	lincRNA
FAM87A	lincRNA
FBXO25	protein_coding
RP11-91J19.3	antisense
RP11-91J19.2	TEC
TDRP	protein_coding
ERICH1	protein_coding
RP11-43A14.1	sense_intronic
ERICH1-AS1	antisense
RP11-43A14.2	lincRNA
RP11-555E9.1	lincRNA
CTD-3212A4.2	lincRNA
CTD-2281E23.2	processed_transcript
CTD-2281E23.3	lincRNA
CTD-2281E23.1	lincRNA
AF067845.1	lincRNA
AF067845.2	lincRNA
AF067845.3	lincRNA
DLGAP2	protein_coding
DLGAP2-AS1	antisense
CTD-2336O2.2	processed_pseudogene
CLN8	protein_coding
CTD-2336O2.3	lincRNA
CTD-2336O2.1	antisense
MIR596	miRNA
ARHGEF10	protein_coding
KBTBD11-OT1	lincRNA
RP11-439C15.4	lincRNA
KBTBD11	protein_coding
RP11-439C15.5	lincRNA
RP11-1049H7.2	lincRNA
MYOM2	protein_coding
MIR7160	miRNA
AC133633.2	lincRNA
CH17-31A6.1	lincRNA
CH17-174L20.1	lincRNA
AC133633.1	lincRNA
RP11-378A12.1	lincRNA
RP11-134O21.1	lincRNA
GS1-57L11.1	lincRNA
CSMD1	protein_coding
AC021523.1	miRNA
RP11-279L11.1	sense_intronic
RNA5SP251	rRNA
PAICSP4	processed_pseudogene
RP11-221H10.1	processed_pseudogene
RP11-221H10.2	unprocessed_pseudogene
SNORA70	snoRNA
RN7SL318P	misc_RNA
RP11-29A2.1	unprocessed_pseudogene
RP11-745K9.2	processed_pseudogene
RPL23AP54	processed_pseudogene
RP5-991O23.1	lincRNA
RP11-281H11.1	lincRNA
RP11-281H11.2	unprocessed_pseudogene
RP11-728L1.1	processed_pseudogene
RN7SKP159	misc_RNA
AC079054.1	miRNA
RP11-158A14.1	lincRNA
RP11-124B13.1	lincRNA
RP11-115C21.2	antisense
MCPH1	protein_coding
RP11-115C21.4	processed_pseudogene
ANGPT2	protein_coding
CTD-2541M15.3	lincRNA
MCPH1-AS1	antisense
MIR8055	miRNA
AGPAT5	protein_coding
MIR4659A	miRNA
XKR5	protein_coding
GS1-24F4.2	lincRNA
DEFB1	protein_coding
RPL23AP96	processed_pseudogene
DEFA6	protein_coding
GS1-24F4.3	antisense
DEFA4	protein_coding
DEFA8P	unprocessed_pseudogene
DEFA9P	unprocessed_pseudogene
DEFA10P	unprocessed_pseudogene
DEFA1	protein_coding
DEFT1P	unprocessed_pseudogene
DEFA1B	protein_coding
DEFA3	protein_coding
DEFT1P2	unprocessed_pseudogene
DEFA11P	unprocessed_pseudogene
DEFA7P	unprocessed_pseudogene
DEFA5	protein_coding
AF238378.7	processed_pseudogene
AF228730.8	processed_pseudogene
AF228730.1	miRNA
RPS3AP30	processed_pseudogene
SNRPCP6	processed_pseudogene
SNRPCP15	processed_pseudogene
RPS3AP33	processed_pseudogene
AF228730.2	miRNA
AF228730.5	processed_pseudogene
AF228730.13	processed_pseudogene
OR7E125P	unprocessed_pseudogene
FAM90A15P	unprocessed_pseudogene
FAM90A3P	unprocessed_pseudogene
FAM90A4P	unprocessed_pseudogene
FAM90A13P	unprocessed_pseudogene
FAM90A5P	unprocessed_pseudogene
FAM90A20P	unprocessed_pseudogene
FAM66B	lincRNA
DEFB109P1B	unprocessed_pseudogene
USP17L1	protein_coding
USP17L4	protein_coding
AC130360.8	unprocessed_pseudogene
ZNF705G	protein_coding
DEFB108P2	unprocessed_pseudogene
DEFB4B	protein_coding
HSPD1P3	processed_pseudogene
DEFB103B	protein_coding
SPAG11B	protein_coding
DEFB104B	protein_coding
DEFB106B	protein_coding
DEFB105B	protein_coding
DEFB107B	protein_coding
PRR23D1	protein_coding
FAM90A6P	unprocessed_pseudogene
FAM90A7P	unprocessed_pseudogene
FAM90A21P	unprocessed_pseudogene
FAM90A22P	unprocessed_pseudogene
FAM90A23P	unprocessed_pseudogene
OR7E157P	unprocessed_pseudogene
RP11-1118M6.2	processed_pseudogene
AC084121.14	processed_pseudogene
OR7E154P	unprocessed_pseudogene
FAM90A14P	unprocessed_pseudogene
FAM90A18P	unprocessed_pseudogene
FAM90A16P	unprocessed_pseudogene
FAM90A8P	unprocessed_pseudogene
FAM90A17P	unprocessed_pseudogene
FAM90A19P	unprocessed_pseudogene
FAM90A9P	unprocessed_pseudogene
FAM90A10P	unprocessed_pseudogene
PRR23D2	protein_coding
AC084121.17	unprocessed_pseudogene
DEFB107A	protein_coding
DEFB105A	protein_coding
DEFB106A	protein_coding
DEFB104A	protein_coding
SPAG11A	protein_coding
DEFB103A	protein_coding
HSPD1P2	processed_pseudogene
DEFB4A	protein_coding
ZNF705B	protein_coding
DEFB108P1	unprocessed_pseudogene
FAM66E	lincRNA
RP11-1195F20.7	unprocessed_pseudogene
USP17L8	protein_coding
USP17L3	protein_coding
DEFB109P1B	unprocessed_pseudogene
FAM90A11P	unprocessed_pseudogene
FAM90A24P	transcribed_unprocessed_pseudogene
FAM90A12P	unprocessed_pseudogene
OR7E96P	unprocessed_pseudogene
RP11-52B19.8	processed_pseudogene
RP11-52B19.10	processed_pseudogene
MIR548I3	miRNA
RP11-52B19.1	processed_pseudogene
SNRPCP17	processed_pseudogene
ENPP7P1	unprocessed_pseudogene
FAM85B	antisense
RP11-556O5.6	lincRNA
FAM86B3P	transcribed_unprocessed_pseudogene
ALG1L13P	transcribed_unprocessed_pseudogene
SGK223	protein_coding
CTA-398F10.1	lincRNA
CTA-398F10.2	lincRNA
CTD-3023L14.3	lincRNA
CTD-3023L14.1	lincRNA
CTD-3023L14.2	lincRNA
AC114550.1	miRNA
RN7SL178P	misc_RNA
AC087269.1	miRNA
CLDN23	protein_coding
RP11-211C9.1	lincRNA
MFHAS1	protein_coding
RNU6-682P	snRNA
RP11-62H7.3	processed_pseudogene
RP11-62H7.2	transcribed_processed_pseudogene
SNORA70	snoRNA
ERI1	protein_coding
MIR4660	miRNA
RNU7-55P	snRNA
Metazoa_SRP	misc_RNA
PPP1R3B	protein_coding
RP11-10A14.3	antisense
RP11-10A14.4	lincRNA
RP11-10A14.9	lincRNA
RP11-10A14.6	lincRNA
RP11-10A14.5	lincRNA
RP11-10A14.8	processed_pseudogene
RP11-115J16.1	lincRNA
RP11-10A14.7	lincRNA
RNU6-1151P	snRNA
RP11-115J16.3	lincRNA
RNU6-526P	snRNA
RP11-115J16.2	lincRNA
RP11-375N15.1	processed_pseudogene
RP11-375N15.2	antisense
TNKS	protein_coding
RP11-1081K18.1	unprocessed_pseudogene
MIR597	miRNA
LINC00599	lincRNA
MIR124-1	miRNA
RP11-1E4.1	antisense
MSRA	protein_coding
AC023385.1	miRNA
RP11-212F11.1	processed_pseudogene
RP11-981G7.1	sense_overlapping
LINCR-0001	lincRNA
RNU6-729P	snRNA
RP11-981G7.3	lincRNA
PRSS51	antisense
RP11-981G7.6	lincRNA
PRSS55	protein_coding
RP1L1	protein_coding
MIR4286	miRNA
C8orf74	protein_coding
RNA5SP252	rRNA
SOX7	protein_coding
CTD-2135J3.4	protein_coding
CTD-2135J3.3	antisense
PINX1	protein_coding
RP11-177H2.2	antisense
RP11-177H2.1	TEC
XKR6	protein_coding
MIR598	miRNA
AF131215.6	lincRNA
AF131215.9	sense_intronic
AF131215.2	sense_intronic
AF131215.3	sense_intronic
AF131215.4	sense_intronic
AF131215.1	processed_pseudogene
AF131215.8	lincRNA
LINC00529	lincRNA
RPL19P13	processed_pseudogene
CTC-493P15.2	unprocessed_pseudogene
AF131216.1	protein_coding
MTMR9	protein_coding
AF131216.6	antisense
SLC35G5	protein_coding
TDH	unitary_pseudogene
AF131216.5	antisense
FAM167A-AS1	processed_transcript
RN7SL293P	misc_RNA
RNU6-1084P	snRNA
FAM167A	protein_coding
BLK	protein_coding
RP11-148O21.6	lincRNA
RP11-148O21.3	antisense
RP11-148O21.4	antisense
RP11-148O21.2	antisense
LINC00208	lincRNA
GATA4	protein_coding
C8orf49	lincRNA
NEIL2	protein_coding
SUB1P1	processed_pseudogene
FDFT1	protein_coding
RP11-297N6.4	lincRNA
CTSB	protein_coding
RP11-589N15.2	sense_intronic
RP11-589N15.1	unprocessed_pseudogene
OR7E158P	unprocessed_pseudogene
OR7E161P	unprocessed_pseudogene
DEFB136	protein_coding
DEFB135	protein_coding
DEFB134	protein_coding
RP11-481A20.4	processed_pseudogene
RP11-481A20.10	transcribed_processed_pseudogene
RP11-481A20.8	processed_pseudogene
OR7E160P	unprocessed_pseudogene
RP11-1236K1.11	processed_pseudogene
RP11-1236K1.1	protein_coding
RNA5SP253	rRNA
DEFB108P3	unprocessed_pseudogene
ZNF705D	protein_coding
FAM66D	antisense
RP11-1236K1.8	processed_pseudogene
USP17L7	protein_coding
USP17L2	protein_coding
DEFB109P3	processed_pseudogene
FAM90A2P	unprocessed_pseudogene
ALG1L11P	unprocessed_pseudogene
AC145124.1	miRNA
FAM86B1	protein_coding
AC145124.2	antisense
ENPP7P12	processed_pseudogene
ABC12-47043100G14.2	unprocessed_pseudogene
DEFB130	protein_coding
RNA5SP254	rRNA
DEFB108P4	unprocessed_pseudogene
ZNF705CP	unprocessed_pseudogene
FAM66A	lincRNA
RP11-351I21.7	processed_pseudogene
RP11-351I21.6	processed_pseudogene
DEFB109P1	unprocessed_pseudogene
RP11-351I21.11	lincRNA
FAM90A25P	unprocessed_pseudogene
ALG1L12P	unprocessed_pseudogene
FAM86B2	protein_coding
ENPP7P6	unprocessed_pseudogene
RP11-419I17.1	lincRNA
RPS3AP34	processed_pseudogene
AC068587.2	miRNA
RP11-303G3.6	processed_pseudogene
RPS3AP35	processed_pseudogene
AC068587.1	miRNA
RP11-303G3.9	processed_pseudogene
RP11-303G3.10	processed_pseudogene
OR7E8P	unprocessed_pseudogene
OR7E15P	unprocessed_pseudogene
OR7E10P	unprocessed_pseudogene
MIR5692A2	miRNA
LONRF1	protein_coding
MIR3926-2	miRNA
RP11-252C15.1	lincRNA
LINC00681	lincRNA
AC090133.1	miRNA
KIAA1456	protein_coding
RP11-369K16.1	unprocessed_pseudogene
RNU6-842P	snRNA
DLC1	protein_coding
Y_RNA	misc_RNA
RP11-10C8.2	antisense
MTND4P7	processed_pseudogene
RNA5SP255	rRNA
C8orf48	protein_coding
RP11-145O15.2	processed_pseudogene
RP11-436P7.1	processed_pseudogene
RP11-436P7.2	processed_pseudogene
RP11-480O10.1	lincRNA
RP11-480O10.2	processed_pseudogene
RP11-510I21.1	processed_pseudogene
SGCZ	protein_coding
RP11-3G21.1	antisense
EIF4EP5	processed_pseudogene
RNU7-153P	snRNA
Y_RNA	misc_RNA
RNU6-397P	snRNA
AC021760.1	miRNA
RP11-776K3.1	processed_pseudogene
MIR383	miRNA
CTD-2023J5.1	sense_intronic
RP11-782K4.1	processed_pseudogene
TUSC3	protein_coding
AC091559.1	miRNA
RP11-235P11.1	processed_pseudogene
PPM1AP1	processed_pseudogene
RP11-77B22.1	processed_pseudogene
RP11-77B22.2	lincRNA
MSR1	protein_coding
RP11-447G11.1	processed_pseudogene
MRPL49P2	processed_pseudogene
RP11-13N12.2	lincRNA
RP11-13N12.1	lincRNA
RN7SL474P	misc_RNA
FGF20	protein_coding
MICU3	protein_coding
RP11-468H14.2	lincRNA
RP11-468H14.1	processed_pseudogene
ZDHHC2	protein_coding
CNOT7	protein_coding
VPS37A	protein_coding
MTMR7	protein_coding
AC124074.1	miRNA
ADAM24P	unitary_pseudogene
SLC7A2	protein_coding
RP11-349F21.3	TEC
RP11-349F21.4	TEC
RP11-349F21.5	TEC
RP11-349F21.2	sense_intronic
PDGFRL	protein_coding
RP11-349F21.1	unprocessed_pseudogene
MTUS1	protein_coding
MIR548V	miRNA
RP11-326L2.1	antisense
RNA5SP256	rRNA
RP11-156K13.1	antisense
RP11-806O11.1	processed_transcript
FGL1	protein_coding
RP11-156K13.2	antisense
RP11-156K13.3	lincRNA
PCM1	protein_coding
ASAH1	protein_coding
CTD-2547L16.1	antisense
CTD-2547L16.3	processed_pseudogene
NAT1	protein_coding
MTND4LP26	processed_pseudogene
NATP	unprocessed_pseudogene
RP11-685B14.1	processed_pseudogene
RP11-685B14.3	processed_pseudogene
NAT2	protein_coding
PSD3	protein_coding
AC100800.2	miRNA
AC100800.1	miRNA
RP11-161I2.1	antisense
RPL35P6	processed_pseudogene
AC090420.1	miRNA
RP11-108A14.1	TEC
SNORA62	snoRNA
RP11-420B22.1	antisense
RP11-420B22.2	processed_pseudogene
RP11-1080G15.1	lincRNA
RP11-1080G15.2	lincRNA
RP11-618M23.1	unprocessed_pseudogene
RP11-618M23.2	lincRNA
RP11-618M23.4	lincRNA
RP11-618M23.3	TEC
SH2D4A	protein_coding
RP11-618M23.5	TEC
CSGALNACT1	protein_coding
RP11-1105O14.1	lincRNA
INTS10	protein_coding
LPL	protein_coding
AC100802.3	antisense
RPL30P9	processed_pseudogene
SLC18A1	protein_coding
ATP6V1B2	protein_coding
RNU6-892P	snRNA
LZTS1	protein_coding
LZTS1-AS1	lincRNA
RNA5SP257	rRNA
RP11-563N12.2	lincRNA
RP11-404E12.1	unprocessed_pseudogene
RP11-108E14.1	lincRNA
TMEM97P2	processed_pseudogene
RP11-369E15.1	lincRNA
RP11-369E15.3	lincRNA
RP11-369E15.4	lincRNA
RP11-369E15.2	lincRNA
RP11-421P23.1	lincRNA
RP11-421P23.2	lincRNA
RP11-279N21.1	TEC
AC021613.1	miRNA
RP11-24P4.1	lincRNA
AC009695.1	miRNA
AC022716.1	miRNA
GFRA2	protein_coding
OR6R2P	unprocessed_pseudogene
DOK2	protein_coding
XPO7	protein_coding
NPM2	protein_coding
FGF17	protein_coding
DMTN	protein_coding
FAM160B2	protein_coding
NUDT18	protein_coding
HR	protein_coding
REEP4	protein_coding
LGI3	protein_coding
SFTPC	protein_coding
BMP1	protein_coding
CTD-2530N21.5	sense_overlapping
PHYHIP	protein_coding
MIR320A	miRNA
POLR3D	protein_coding
CTD-2530N21.4	antisense
PIWIL2	protein_coding
SLC39A14	protein_coding
CTD-2036J7.1	unprocessed_pseudogene
RNU6-336P	snRNA
PPP3CC	protein_coding
RP11-382J24.2	processed_pseudogene
RP11-582J16.4	antisense
SORBS3	protein_coding
RP11-582J16.3	antisense
PDLIM2	protein_coding
AC037459.4	protein_coding
C8orf58	protein_coding
CCAR2	protein_coding
RP11-582J16.5	antisense
BIN3	protein_coding
CTD-3247F14.2	sense_overlapping
EGR3	protein_coding
RP11-459E5.1	processed_transcript
PEBP4	protein_coding
RP11-87E22.2	antisense
RP11-87E22.1	sense_intronic
RN7SL303P	misc_RNA
RP11-875O11.1	antisense
RHOBTB2	protein_coding
TNFRSF10B	protein_coding
RP11-875O11.2	antisense
RP11-875O11.3	antisense
TNFRSF10C	protein_coding
TNFRSF10D	protein_coding
RP11-1149O23.2	antisense
TNFRSF10A	protein_coding
RPL23AP55	processed_pseudogene
RP11-1149O23.3	processed_transcript
RP11-1149O23.4	antisense
CHMP7	protein_coding
R3HCC1	protein_coding
LOXL2	protein_coding
RP11-177H13.2	processed_transcript
ENTPD4	protein_coding
CTC-756D1.2	lincRNA
CTC-756D1.1	processed_pseudogene
CTC-756D1.3	lincRNA
SLC25A37	protein_coding
RNU4-71P	snRNA
FAM60DP	processed_pseudogene
NKX3-1	protein_coding
NKX2-6	protein_coding
RP11-175E9.1	lincRNA
RP11-213G6.2	lincRNA
AC012119.1	miRNA
RP11-175E9.2	processed_pseudogene
SNORA67	snoRNA
STC1	protein_coding
RNU1-148P	snRNA
RP11-203E8.1	lincRNA
ADAM28	protein_coding
